city,age,gender
rajpur sonarpur,61,M
rajpur sonarpur,63,M
rajpur sonarpur,65,F
rajpur sonarpur,65,F
rajpur sonarpur,70,M
rajpur sonarpur,75,M
rajpur sonarpur,76,F
rajpur sonarpur,81,F
rajpur sonarpur,83,F
medinipur,3,F
medinipur,1,F
medinipur,6,M
medinipur,8,M
medinipur,12,F
medinipur,18,M
medinipur,17,F
medinipur,22,F
medinipur,27,F
medinipur,30,F
medinipur,32,F
medinipur,38,F
medinipur,41,F
medinipur,43,F
medinipur,45,M
medinipur,50,F
medinipur,55,F
medinipur,63,F
medinipur,61,M
medinipur,65,F
medinipur,70,M
medinipur,72,F
medinipur,75,F
medinipur,86,F
medinipur,87,F
kharagpur,1,F
kharagpur,0,F
kharagpur,5,M
kharagpur,11,F
kharagpur,17,M
kharagpur,17,M
kharagpur,23,F
kharagpur,22,F
kharagpur,28,F
kharagpur,28,F
kharagpur,31,F
kharagpur,35,F
kharagpur,38,F
kharagpur,40,F
kharagpur,43,M
kharagpur,48,M
kharagpur,50,M
kharagpur,50,F
kharagpur,58,M
kharagpur,55,M
kharagpur,63,F
kharagpur,60,F
kharagpur,68,F
kharagpur,67,M
kharagpur,70,F
kharagpur,78,M
kharagpur,76,M
kharagpur,89,F
kharagpur,81,F
haldia,0,F
haldia,1,F
haldia,6,F
haldia,6,M
haldia,13,F
haldia,10,M
haldia,18,F
haldia,21,F
haldia,28,M
haldia,32,F
haldia,32,M
haldia,36,F
haldia,41,M
haldia,48,M
haldia,48,M
haldia,52,F
haldia,52,F
haldia,58,M
haldia,55,F
haldia,62,F
haldia,60,M
haldia,66,M
haldia,70,F
haldia,77,F
haldia,83,F
bokaro steel city,2,F
bokaro steel city,1,F
bokaro steel city,7,M
bokaro steel city,10,M
bokaro steel city,15,F
bokaro steel city,16,M
bokaro steel city,22,M
bokaro steel city,27,F
bokaro steel city,33,M
bokaro steel city,36,M
bokaro steel city,40,M
bokaro steel city,45,F
bokaro steel city,50,F
bokaro steel city,56,F
bokaro steel city,57,M
bokaro steel city,61,F
bokaro steel city,62,M
bokaro steel city,68,F
bokaro steel city,71,F
bokaro steel city,77,F
bokaro steel city,75,F
bokaro steel city,81,F
bokaro steel city,81,F
giridih,2,F
giridih,7,F
giridih,8,M
giridih,13,F
giridih,10,M
giridih,16,F
giridih,23,M
giridih,28,M
giridih,25,F
giridih,31,M
giridih,35,M
giridih,37,F
giridih,43,F
giridih,48,M
giridih,45,M
giridih,53,M
giridih,50,M
giridih,57,F
giridih,55,F
giridih,62,F
giridih,62,F
giridih,68,M
giridih,73,M
giridih,77,M
giridih,88,F
giridih,80,F
deoghar,2,M
deoghar,0,M
deoghar,7,M
deoghar,8,M
deoghar,10,M
deoghar,18,M
deoghar,22,M
deoghar,21,M
deoghar,28,F
deoghar,26,F
deoghar,33,M
deoghar,37,F
deoghar,43,F
deoghar,47,M
deoghar,50,M
deoghar,56,F
deoghar,57,M
deoghar,60,M
deoghar,65,M
deoghar,67,F
deoghar,71,M
deoghar,71,F
deoghar,78,F
deoghar,81,M
deoghar,85,M
dhanbad,3,M
dhanbad,5,F
dhanbad,6,M
dhanbad,13,M
dhanbad,13,M
dhanbad,18,F
dhanbad,21,M
dhanbad,26,M
dhanbad,30,M
dhanbad,36,F
dhanbad,41,M
dhanbad,47,M
dhanbad,53,F
dhanbad,51,F
dhanbad,58,M
dhanbad,63,F
dhanbad,61,F
dhanbad,65,M
dhanbad,65,F
dhanbad,71,F
dhanbad,76,M
dhanbad,89,F
chas,0,F
chas,0,M
chas,6,F
chas,12,M
chas,12,F
chas,17,M
chas,22,M
chas,23,F
chas,25,M
chas,27,F
chas,32,M
chas,33,M
chas,37,M
chas,42,M
chas,46,M
chas,53,M
chas,56,F
chas,61,F
chas,68,M
chas,67,F
chas,72,M
chas,78,F
chas,80,F
mango,0,M
mango,0,F
mango,6,M
mango,8,F
mango,11,F
mango,11,F
mango,17,M
mango,20,F
mango,28,F
mango,26,F
mango,33,M
mango,37,M
mango,40,M
mango,42,M
mango,48,F
mango,52,M
mango,58,M
mango,60,F
mango,68,M
mango,73,F
mango,70,M
mango,76,F
mango,77,F
mango,87,F
mango,81,F
jamshedpur,2,M
jamshedpur,8,F
jamshedpur,11,F
jamshedpur,13,F
jamshedpur,15,M
jamshedpur,17,F
jamshedpur,23,M
jamshedpur,23,F
jamshedpur,26,M
jamshedpur,27,M
jamshedpur,33,M
jamshedpur,35,M
jamshedpur,37,M
jamshedpur,40,F
jamshedpur,40,M
jamshedpur,46,M
jamshedpur,46,F
jamshedpur,51,M
jamshedpur,56,F
jamshedpur,63,M
jamshedpur,66,F
jamshedpur,73,F
jamshedpur,78,F
jamshedpur,77,F
jamshedpur,87,F
hazaribag,0,M
hazaribag,1,M
hazaribag,8,M
hazaribag,8,M
hazaribag,11,F
hazaribag,16,F
hazaribag,15,F
hazaribag,21,M
hazaribag,23,F
hazaribag,27,M
hazaribag,30,M
hazaribag,30,F
hazaribag,35,F
hazaribag,35,F
hazaribag,42,M
hazaribag,45,M
hazaribag,50,M
hazaribag,58,M
hazaribag,62,M
hazaribag,68,M
hazaribag,73,M
hazaribag,78,F
hazaribag,75,F
hazaribag,89,M
hazaribag,83,F
ranchi,2,F
ranchi,7,M
ranchi,5,M
ranchi,12,F
ranchi,11,F
ranchi,17,M
ranchi,23,F
ranchi,27,M
ranchi,27,F
ranchi,30,F
ranchi,32,M
ranchi,38,F
ranchi,42,M
ranchi,46,M
ranchi,50,F
ranchi,53,M
ranchi,55,M
ranchi,63,F
ranchi,66,M
ranchi,71,M
ranchi,70,M
ranchi,76,F
ranchi,83,M
adityapur,2,M
adityapur,6,M
adityapur,10,M
adityapur,13,F
adityapur,17,M
adityapur,22,F
adityapur,25,F
adityapur,31,M
adityapur,36,M
adityapur,43,F
adityapur,43,M
adityapur,46,M
adityapur,48,F
adityapur,53,M
adityapur,52,F
adityapur,57,M
adityapur,63,M
adityapur,61,F
adityapur,65,M
adityapur,72,M
adityapur,72,F
adityapur,75,F
adityapur,78,F
adityapur,83,F
adityapur,83,F
sambalpur,0,M
sambalpur,1,M
sambalpur,6,F
sambalpur,11,F
sambalpur,10,M
sambalpur,15,F
sambalpur,16,M
sambalpur,22,F
sambalpur,26,F
sambalpur,27,F
sambalpur,30,M
sambalpur,32,F
sambalpur,35,F
sambalpur,41,M
sambalpur,46,F
sambalpur,45,F
sambalpur,52,F
sambalpur,56,F
sambalpur,55,F
sambalpur,62,M
sambalpur,68,M
sambalpur,70,F
sambalpur,72,F
sambalpur,76,F
sambalpur,81,F
sambalpur,84,F
raurkela town,1,M
raurkela town,8,M
raurkela town,8,M
raurkela town,11,M
raurkela town,17,M
raurkela town,22,M
raurkela town,28,M
raurkela town,31,M
raurkela town,36,M
raurkela town,43,M
raurkela town,45,M
raurkela town,50,M
raurkela town,51,F
raurkela town,58,M
raurkela town,55,F
raurkela town,61,F
raurkela town,63,F
raurkela town,68,F
raurkela town,72,M
raurkela town,71,F
raurkela town,77,M
raurkela town,85,F
raurkela industrial township,3,F
raurkela industrial township,8,M
raurkela industrial township,10,F
raurkela industrial township,10,F
raurkela industrial township,17,M
raurkela industrial township,18,F
raurkela industrial township,21,F
raurkela industrial township,20,M
raurkela industrial township,27,F
raurkela industrial township,33,F
raurkela industrial township,30,F
raurkela industrial township,36,F
raurkela industrial township,41,M
raurkela industrial township,46,M
raurkela industrial township,52,M
raurkela industrial township,55,M
raurkela industrial township,55,M
raurkela industrial township,61,F
raurkela industrial township,66,F
raurkela industrial township,68,M
raurkela industrial township,73,M
raurkela industrial township,73,M
raurkela industrial township,76,F
raurkela industrial township,77,M
raurkela industrial township,86,M
baripada town,1,M
baripada town,7,F
baripada town,6,M
baripada town,10,F
baripada town,10,M
baripada town,17,F
baripada town,20,F
baripada town,23,M
baripada town,28,F
baripada town,31,M
baripada town,37,F
baripada town,42,F
baripada town,48,M
baripada town,45,F
baripada town,53,M
baripada town,52,M
baripada town,55,F
baripada town,58,F
baripada town,62,M
baripada town,67,M
baripada town,71,M
baripada town,77,M
baripada town,86,F
baripada town,88,F
baleshwar town,2,F
baleshwar town,8,M
baleshwar town,5,F
baleshwar town,12,F
baleshwar town,16,M
baleshwar town,21,F
baleshwar town,23,F
baleshwar town,25,F
baleshwar town,27,F
baleshwar town,31,F
baleshwar town,38,F
baleshwar town,43,M
baleshwar town,42,M
baleshwar town,48,F
baleshwar town,52,M
baleshwar town,52,M
baleshwar town,55,M
baleshwar town,62,F
baleshwar town,60,M
baleshwar town,66,F
baleshwar town,70,M
baleshwar town,78,M
baleshwar town,85,F
bhadrak,3,F
bhadrak,7,F
bhadrak,5,M
bhadrak,11,F
bhadrak,15,M
bhadrak,18,F
bhadrak,23,F
bhadrak,22,M
bhadrak,26,M
bhadrak,33,M
bhadrak,38,M
bhadrak,35,M
bhadrak,42,F
bhadrak,42,M
bhadrak,46,F
bhadrak,53,M
bhadrak,50,F
bhadrak,56,F
bhadrak,60,M
bhadrak,67,M
bhadrak,70,M
bhadrak,76,M
bhadrak,80,F
bhadrak,81,F
cuttack,1,M
cuttack,1,M
cuttack,6,M
cuttack,10,F
cuttack,16,M
cuttack,20,F
cuttack,25,F
cuttack,28,F
cuttack,30,M
cuttack,33,M
cuttack,36,M
cuttack,40,F
cuttack,43,F
cuttack,48,M
cuttack,46,F
cuttack,50,M
cuttack,56,F
cuttack,57,F
cuttack,60,M
cuttack,62,M
cuttack,65,M
cuttack,65,F
cuttack,73,M
cuttack,72,F
cuttack,76,M
cuttack,75,M
cuttack,82,F
bhubaneswar town,1,M
bhubaneswar town,1,F
bhubaneswar town,5,F
bhubaneswar town,12,F
bhubaneswar town,11,M
bhubaneswar town,18,F
bhubaneswar town,20,M
bhubaneswar town,25,F
bhubaneswar town,25,F
bhubaneswar town,30,M
bhubaneswar town,33,F
bhubaneswar town,38,F
bhubaneswar town,42,F
bhubaneswar town,43,M
bhubaneswar town,47,F
bhubaneswar town,48,M
bhubaneswar town,51,F
bhubaneswar town,57,M
bhubaneswar town,57,M
bhubaneswar town,61,F
bhubaneswar town,62,M
bhubaneswar town,68,M
bhubaneswar town,68,M
bhubaneswar town,73,M
bhubaneswar town,76,F
bhubaneswar town,83,M
bhubaneswar town,83,F
puri,1,F
puri,2,M
puri,8,F
puri,12,M
puri,17,M
puri,17,M
puri,22,M
puri,20,M
puri,26,F
puri,30,F
puri,35,M
puri,35,F
puri,41,M
puri,43,F
puri,47,M
puri,51,F
puri,57,F
puri,61,M
puri,66,M
puri,68,M
puri,70,F
puri,72,M
puri,75,M
puri,78,M
puri,88,F
puri,82,F
brahmapur,3,M
brahmapur,7,M
brahmapur,6,M
brahmapur,12,F
brahmapur,11,M
brahmapur,18,M
brahmapur,23,F
brahmapur,28,M
brahmapur,30,F
brahmapur,35,F
brahmapur,40,M
brahmapur,46,M
brahmapur,53,M
brahmapur,58,F
brahmapur,58,M
brahmapur,61,M
brahmapur,63,M
brahmapur,66,M
brahmapur,73,M
brahmapur,72,M
brahmapur,75,F
brahmapur,78,F
brahmapur,82,F
ambikapur,0,F
ambikapur,0,M
ambikapur,5,M
ambikapur,7,F
ambikapur,11,F
ambikapur,18,M
ambikapur,23,F
ambikapur,22,F
ambikapur,28,F
ambikapur,30,M
ambikapur,37,M
ambikapur,36,M
ambikapur,41,M
ambikapur,42,M
ambikapur,48,F
ambikapur,51,M
ambikapur,52,M
ambikapur,58,F
ambikapur,61,M
ambikapur,65,M
ambikapur,73,M
ambikapur,78,M
ambikapur,78,M
ambikapur,85,F
raigarh,1,M
raigarh,7,F
raigarh,10,M
raigarh,16,M
raigarh,22,F
raigarh,28,F
raigarh,25,F
raigarh,31,F
raigarh,32,M
raigarh,37,M
raigarh,46,F
raigarh,48,M
raigarh,50,M
raigarh,56,M
raigarh,63,F
raigarh,68,F
raigarh,71,F
raigarh,77,F
raigarh,88,F
korba,2,M
korba,3,F
korba,5,M
korba,8,M
korba,10,M
korba,18,F
korba,17,F
korba,22,F
korba,20,F
korba,28,F
korba,27,M
korba,32,F
korba,30,F
korba,35,M
korba,36,M
korba,41,M
korba,41,M
korba,47,M
korba,47,M
korba,52,M
korba,50,F
korba,57,F
korba,60,M
korba,68,F
korba,73,F
korba,77,F
korba,75,F
korba,83,F
korba,84,F
bilaspur,3,M
bilaspur,8,M
bilaspur,12,M
bilaspur,10,F
bilaspur,17,M
bilaspur,21,F
bilaspur,25,F
bilaspur,25,M
bilaspur,30,F
bilaspur,35,M
bilaspur,37,M
bilaspur,43,F
bilaspur,48,M
bilaspur,52,F
bilaspur,55,M
bilaspur,55,F
bilaspur,63,F
bilaspur,61,F
bilaspur,65,F
bilaspur,65,F
bilaspur,70,M
bilaspur,78,F
bilaspur,77,F
bilaspur,89,F
rajnandgaon,0,F
rajnandgaon,5,M
rajnandgaon,13,F
rajnandgaon,16,F
rajnandgaon,18,F
rajnandgaon,20,F
rajnandgaon,27,M
rajnandgaon,30,F
rajnandgaon,31,F
rajnandgaon,38,F
rajnandgaon,35,F
rajnandgaon,40,M
rajnandgaon,47,M
rajnandgaon,48,F
rajnandgaon,53,M
rajnandgaon,56,M
rajnandgaon,60,F
rajnandgaon,68,F
rajnandgaon,73,F
rajnandgaon,71,F
rajnandgaon,76,F
rajnandgaon,76,F
rajnandgaon,89,F
rajnandgaon,81,F
bhilai nagar,2,F
bhilai nagar,8,F
bhilai nagar,12,M
bhilai nagar,16,M
bhilai nagar,22,M
bhilai nagar,26,M
bhilai nagar,33,F
bhilai nagar,31,F
bhilai nagar,35,F
bhilai nagar,40,F
bhilai nagar,48,M
bhilai nagar,51,M
bhilai nagar,53,M
bhilai nagar,55,M
bhilai nagar,57,M
bhilai nagar,61,F
bhilai nagar,68,F
bhilai nagar,67,F
bhilai nagar,73,M
bhilai nagar,70,M
bhilai nagar,75,F
bhilai nagar,85,F
bhilai nagar,84,F
durg,3,M
durg,2,M
durg,8,M
durg,5,F
durg,13,M
durg,15,M
durg,21,M
durg,21,M
durg,26,F
durg,33,F
durg,37,M
durg,42,M
durg,42,F
durg,48,M
durg,53,F
durg,55,F
durg,55,M
durg,61,F
durg,65,F
durg,72,F
durg,75,M
durg,82,F
durg,84,F
raipur,1,F
raipur,3,M
raipur,5,M
raipur,12,M
raipur,10,F
raipur,17,M
raipur,18,M
raipur,22,F
raipur,27,F
raipur,25,M
raipur,31,M
raipur,35,M
raipur,41,F
raipur,42,F
raipur,47,M
raipur,45,M
raipur,52,M
raipur,57,F
raipur,58,F
raipur,60,F
raipur,67,F
raipur,67,F
raipur,73,F
raipur,76,F
raipur,78,F
raipur,80,F
dhamtari,1,F
dhamtari,5,M
dhamtari,7,F
dhamtari,12,M
dhamtari,17,F
dhamtari,16,F
dhamtari,20,M
dhamtari,23,M
dhamtari,25,F
dhamtari,32,F
dhamtari,30,F
dhamtari,37,F
dhamtari,43,M
dhamtari,40,M
dhamtari,47,F
dhamtari,46,M
dhamtari,51,M
dhamtari,51,F
dhamtari,55,M
dhamtari,55,M
dhamtari,60,F
dhamtari,61,F
dhamtari,66,F
dhamtari,71,F
dhamtari,73,F
dhamtari,75,F
dhamtari,81,F
jagdalpur,2,F
jagdalpur,2,F
jagdalpur,8,M
jagdalpur,10,M
jagdalpur,15,F
jagdalpur,23,M
jagdalpur,20,M
jagdalpur,28,M
jagdalpur,25,M
jagdalpur,32,M
jagdalpur,37,F
jagdalpur,41,F
jagdalpur,48,M
jagdalpur,45,M
jagdalpur,50,M
jagdalpur,58,F
jagdalpur,62,F
jagdalpur,63,F
jagdalpur,67,F
jagdalpur,73,F
jagdalpur,70,F
jagdalpur,77,F
jagdalpur,75,F
jagdalpur,86,F
morena,0,F
morena,1,M
morena,7,F
morena,11,F
morena,11,M
morena,18,M
morena,18,M
morena,22,F
morena,26,F
morena,31,F
morena,30,F
morena,35,M
morena,43,M
morena,42,M
morena,45,F
morena,51,M
morena,56,M
morena,60,M
morena,61,M
morena,66,M
morena,72,M
morena,78,F
morena,84,F
morena,84,F
bhind,3,M
bhind,5,M
bhind,7,M
bhind,10,M
bhind,18,F
bhind,22,M
bhind,21,M
bhind,28,F
bhind,26,M
bhind,33,F
bhind,38,M
bhind,42,M
bhind,47,F
bhind,50,F
bhind,56,F
bhind,55,M
bhind,61,F
bhind,62,F
bhind,67,M
bhind,68,M
bhind,70,F
bhind,71,F
bhind,77,F
bhind,81,M
bhind,89,M
gwalior,2,F
gwalior,5,M
gwalior,13,M
gwalior,11,M
gwalior,17,M
gwalior,20,M
gwalior,27,M
gwalior,33,M
gwalior,38,M
gwalior,35,F
gwalior,42,F
gwalior,41,M
gwalior,46,M
gwalior,53,M
gwalior,57,M
gwalior,62,M
gwalior,68,M
gwalior,66,F
gwalior,70,M
gwalior,78,F
gwalior,78,F
gwalior,80,F
gwalior,88,F
datia,3,F
datia,1,M
datia,5,F
datia,10,F
datia,10,M
datia,16,M
datia,16,F
datia,21,M
datia,25,F
datia,32,F
datia,31,F
datia,38,F
datia,38,M
datia,43,M
datia,47,F
datia,46,M
datia,50,M
datia,50,M
datia,55,M
datia,58,M
datia,63,F
datia,66,F
datia,66,F
datia,71,F
datia,73,F
datia,76,F
datia,77,F
datia,88,F
datia,82,F
shivpuri,3,F
shivpuri,6,M
shivpuri,6,M
shivpuri,12,F
shivpuri,18,M
shivpuri,15,F
shivpuri,23,F
shivpuri,28,F
shivpuri,27,F
shivpuri,33,M
shivpuri,38,M
shivpuri,41,M
shivpuri,42,M
shivpuri,46,M
shivpuri,50,F
shivpuri,58,M
shivpuri,57,F
shivpuri,63,F
shivpuri,67,F
shivpuri,70,F
shivpuri,70,F
shivpuri,78,M
shivpuri,75,M
shivpuri,88,F
chhatarpur,2,M
chhatarpur,0,F
chhatarpur,8,F
chhatarpur,6,F
chhatarpur,10,M
chhatarpur,11,F
chhatarpur,16,F
chhatarpur,21,M
chhatarpur,23,F
chhatarpur,28,F
chhatarpur,33,F
chhatarpur,37,M
chhatarpur,36,M
chhatarpur,43,F
chhatarpur,42,M
chhatarpur,48,M
chhatarpur,45,M
chhatarpur,51,M
chhatarpur,50,F
chhatarpur,56,F
chhatarpur,57,M
chhatarpur,63,M
chhatarpur,62,M
chhatarpur,66,M
chhatarpur,72,F
chhatarpur,77,M
chhatarpur,87,F
chhatarpur,86,F
sagar,3,M
sagar,0,M
sagar,6,M
sagar,7,M
sagar,11,M
sagar,12,M
sagar,17,F
sagar,17,F
sagar,23,M
sagar,25,M
sagar,28,M
sagar,30,F
sagar,32,M
sagar,37,M
sagar,43,M
sagar,41,F
sagar,48,F
sagar,46,F
sagar,53,M
sagar,56,M
sagar,56,M
sagar,61,F
sagar,61,M
sagar,66,F
sagar,73,F
sagar,78,F
sagar,76,F
sagar,83,F
damoh,1,M
damoh,0,F
damoh,5,F
damoh,10,M
damoh,13,F
damoh,18,M
damoh,18,F
damoh,22,M
damoh,27,M
damoh,31,M
damoh,36,M
damoh,42,M
damoh,47,F
damoh,50,M
damoh,51,M
damoh,58,M
damoh,58,F
damoh,62,F
damoh,68,F
damoh,71,F
damoh,75,F
damoh,83,F
damoh,84,F
satna,1,M
satna,0,F
satna,5,M
satna,6,F
satna,13,M
satna,10,M
satna,17,F
satna,20,M
satna,27,M
satna,32,F
satna,35,F
satna,38,F
satna,40,M
satna,43,F
satna,48,M
satna,50,M
satna,52,M
satna,55,F
satna,58,F
satna,60,F
satna,61,M
satna,65,F
satna,67,F
satna,70,M
satna,76,M
satna,77,M
satna,80,F
satna,88,F
rewa,1,M
rewa,2,M
rewa,6,M
rewa,12,M
rewa,13,M
rewa,17,M
rewa,23,M
rewa,26,M
rewa,31,M
rewa,38,F
rewa,37,F
rewa,43,M
rewa,45,M
rewa,48,M
rewa,50,M
rewa,50,M
rewa,58,F
rewa,57,M
rewa,62,F
rewa,63,M
rewa,67,F
rewa,68,F
rewa,70,F
rewa,73,F
rewa,76,M
rewa,80,F
neemuch,3,F
neemuch,1,F
neemuch,8,F
neemuch,11,F
neemuch,11,F
neemuch,17,F
neemuch,20,M
neemuch,27,M
neemuch,32,F
neemuch,36,M
neemuch,37,M
neemuch,43,M
neemuch,41,M
neemuch,47,M
neemuch,46,M
neemuch,51,F
neemuch,50,F
neemuch,57,F
neemuch,62,F
neemuch,65,F
neemuch,72,F
neemuch,77,F
neemuch,76,F
neemuch,88,F
mandsaur,2,F
mandsaur,1,M
mandsaur,6,F
mandsaur,12,M
mandsaur,13,M
mandsaur,17,M
mandsaur,18,M
mandsaur,20,M
mandsaur,25,F
mandsaur,25,F
mandsaur,31,F
mandsaur,38,F
mandsaur,41,M
mandsaur,40,M
mandsaur,48,F
mandsaur,52,M
mandsaur,58,M
mandsaur,63,F
mandsaur,63,F
mandsaur,68,F
mandsaur,68,F
mandsaur,70,F
mandsaur,70,F
mandsaur,75,F
mandsaur,77,F
mandsaur,84,F
mandsaur,82,F
ratlam,1,F
ratlam,3,F
ratlam,7,M
ratlam,12,M
ratlam,11,F
ratlam,16,F
ratlam,22,F
ratlam,22,M
ratlam,26,F
ratlam,33,F
ratlam,38,F
ratlam,40,M
ratlam,48,F
ratlam,50,M
ratlam,55,F
ratlam,63,F
ratlam,63,F
ratlam,66,F
ratlam,68,F
ratlam,70,F
ratlam,75,F
ratlam,78,F
ratlam,87,F
nagda,1,M
nagda,0,M
nagda,6,M
nagda,8,F
nagda,12,M
nagda,17,M
nagda,16,M
nagda,21,M
nagda,27,F
nagda,33,F
nagda,30,F
nagda,35,F
nagda,40,M
nagda,40,M
nagda,48,F
nagda,48,F
nagda,53,M
nagda,56,M
nagda,61,F
nagda,63,F
nagda,68,F
nagda,66,F
nagda,71,F
nagda,77,F
nagda,78,F
nagda,81,F
ujjain,3,M
ujjain,5,M
ujjain,10,M
ujjain,12,F
ujjain,16,F
ujjain,20,F
ujjain,20,F
ujjain,26,M
ujjain,32,M
ujjain,35,M
ujjain,38,F
ujjain,43,M
ujjain,47,M
ujjain,46,M
ujjain,52,M
ujjain,50,F
ujjain,55,M
ujjain,60,F
ujjain,60,F
ujjain,66,F
ujjain,72,F
ujjain,76,F
ujjain,75,F
ujjain,83,F
dewas,1,M
dewas,0,M
dewas,6,F
dewas,7,F
dewas,13,M
dewas,18,F
dewas,20,F
dewas,26,M
dewas,32,M
dewas,38,F
dewas,43,M
dewas,48,M
dewas,52,M
dewas,56,F
dewas,61,M
dewas,68,F
dewas,71,F
dewas,77,F
dewas,81,F
dewas,88,F
pithampur,1,F
pithampur,7,M
pithampur,13,M
pithampur,18,M
pithampur,15,M
pithampur,20,M
pithampur,25,F
pithampur,30,M
pithampur,38,M
pithampur,40,M
pithampur,47,M
pithampur,47,F
pithampur,50,M
pithampur,55,F
pithampur,56,F
pithampur,60,M
pithampur,60,F
pithampur,67,F
pithampur,72,F
pithampur,78,F
pithampur,81,F
indore,2,M
indore,6,M
indore,5,F
indore,11,F
indore,16,M
indore,18,F
indore,23,M
indore,20,F
indore,25,F
indore,25,F
indore,31,F
indore,31,F
indore,36,M
indore,43,F
indore,42,M
indore,45,F
indore,53,M
indore,52,M
indore,56,F
indore,61,M
indore,65,M
indore,65,M
indore,73,F
indore,76,F
indore,81,F
khargone,1,M
khargone,8,F
khargone,5,F
khargone,13,M
khargone,18,M
khargone,17,F
khargone,22,M
khargone,26,F
khargone,33,F
khargone,31,F
khargone,38,F
khargone,37,F
khargone,43,M
khargone,46,M
khargone,51,M
khargone,51,F
khargone,57,F
khargone,58,M
khargone,63,F
khargone,66,F
khargone,68,F
khargone,73,F
khargone,78,F
khargone,82,F
vidisha,0,F
vidisha,2,M
vidisha,5,F
vidisha,10,M
vidisha,11,M
vidisha,15,F
vidisha,15,M
vidisha,21,M
vidisha,21,M
vidisha,25,F
vidisha,28,F
vidisha,31,M
vidisha,31,M
vidisha,37,M
vidisha,36,M
vidisha,42,M
vidisha,41,M
vidisha,45,M
vidisha,50,M
vidisha,53,M
vidisha,58,F
vidisha,61,M
vidisha,62,M
vidisha,67,F
vidisha,72,F
vidisha,77,M
vidisha,87,F
bhopal,1,M
bhopal,5,M
bhopal,12,F
bhopal,17,M
bhopal,16,M
bhopal,22,M
bhopal,23,M
bhopal,25,M
bhopal,25,F
bhopal,31,F
bhopal,33,M
bhopal,38,F
bhopal,36,F
bhopal,43,F
bhopal,42,M
bhopal,47,F
bhopal,51,M
bhopal,57,F
bhopal,58,M
bhopal,61,F
bhopal,63,F
bhopal,68,F
bhopal,73,M
bhopal,72,F
bhopal,75,M
bhopal,84,F
bhopal,86,F
sehore,0,M
sehore,8,F
sehore,11,F
sehore,15,M
sehore,20,F
sehore,27,M
sehore,32,M
sehore,37,M
sehore,38,F
sehore,41,M
sehore,43,M
sehore,48,M
sehore,46,M
sehore,52,M
sehore,57,F
sehore,60,F
sehore,61,F
sehore,65,F
sehore,73,F
sehore,77,F
sehore,76,F
sehore,80,F
betul,1,M
betul,3,M
betul,8,F
betul,6,M
betul,11,F
betul,11,F
betul,17,F
betul,15,F
betul,22,M
betul,22,F
betul,27,F
betul,33,M
betul,32,F
betul,35,F
betul,40,M
betul,42,M
betul,46,F
betul,51,M
betul,56,M
betul,58,F
betul,62,F
betul,63,F
betul,68,F
betul,66,M
betul,71,F
betul,71,F
betul,75,M
betul,89,F
betul,89,F
hoshangabad,3,M
hoshangabad,3,M
hoshangabad,6,F
hoshangabad,10,M
hoshangabad,15,M
hoshangabad,17,F
hoshangabad,23,M
hoshangabad,26,M
hoshangabad,33,F
hoshangabad,32,F
hoshangabad,38,F
hoshangabad,43,F
hoshangabad,47,F
hoshangabad,50,M
hoshangabad,52,F
hoshangabad,58,M
hoshangabad,55,M
hoshangabad,60,M
hoshangabad,61,M
hoshangabad,67,M
hoshangabad,71,F
hoshangabad,70,F
hoshangabad,77,F
hoshangabad,78,F
hoshangabad,87,F
hoshangabad,87,F
murwara,0,M
murwara,1,M
murwara,7,F
murwara,8,F
murwara,13,M
murwara,18,M
murwara,23,F
murwara,20,M
murwara,26,F
murwara,28,F
murwara,30,F
murwara,31,M
murwara,35,M
murwara,43,M
murwara,40,M
murwara,45,M
murwara,46,F
murwara,51,M
murwara,57,M
murwara,57,F
murwara,61,F
murwara,65,F
murwara,73,F
murwara,78,F
murwara,78,F
murwara,88,F
jabalpur,0,M
jabalpur,3,M
jabalpur,6,F
jabalpur,5,F
jabalpur,12,F
jabalpur,13,M
jabalpur,15,M
jabalpur,18,M
jabalpur,23,M
jabalpur,21,M
jabalpur,25,M
jabalpur,25,M
jabalpur,33,F
jabalpur,37,M
jabalpur,42,M
jabalpur,47,F
jabalpur,51,M
jabalpur,52,M
jabalpur,58,F
jabalpur,56,M
jabalpur,62,F
jabalpur,67,M
jabalpur,65,F
jabalpur,72,F
jabalpur,70,F
jabalpur,78,F
jabalpur,75,F
jabalpur,82,F
chhindwara,2,F
chhindwara,1,F
chhindwara,8,M
chhindwara,12,M
chhindwara,12,M
chhindwara,15,M
chhindwara,20,F
chhindwara,20,F
chhindwara,27,M
chhindwara,33,M
chhindwara,31,F
chhindwara,38,F
chhindwara,41,M
chhindwara,47,M
chhindwara,45,F
chhindwara,53,F
chhindwara,50,M
chhindwara,56,F
chhindwara,56,F
chhindwara,61,F
chhindwara,66,F
chhindwara,67,F
chhindwara,72,F
chhindwara,70,F
chhindwara,78,F
chhindwara,87,F
chhindwara,86,F
seoni,2,M
seoni,3,F
seoni,8,M
seoni,8,M
seoni,12,M
seoni,11,M
seoni,17,F
seoni,15,F
seoni,22,F
seoni,26,F
seoni,30,F
seoni,32,F
seoni,37,F
seoni,36,F
seoni,40,F
seoni,48,M
seoni,45,M
seoni,53,M
seoni,50,F
seoni,56,F
seoni,57,F
seoni,61,F
seoni,61,F
seoni,65,F
seoni,70,F
seoni,71,F
